objectid,identifier,title,creator,recipient,date,description,subject,location,latitude,longitude,source,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript,object_translation,FromThePage Slug
32030668,76a,Réponse du B de V au x habitants de Boston,"Charles-Antoine Du Houx, Baron de Vioménil ",Inhabitants of Boston,,,"Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Louis XVI; 1754-1793;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;George Washington; 1732-1799;Louis XVI; 1754-1793; Boston, Masssachusetts;Highlight","Boston, Massachussets, USA",42.36027241,-71.05680734,,,,French,,,manifest,https://fromthepage.com/iiif/32030668/manifest,https://fromthepage.com/image-service/32567496/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32567496/full/pct:10/0/default.jpg,,/objects/transcripts/no76a.md,/objects/translations/no76a.md,no76a
32029411,79,Lettre Rochambeau à B de V ,"Jean-Baptiste Vimeur, Comte de Rochambeau","Antoine-Charles Du Houx, Baron de Vioménil",1781-05-22,,"Wethersfield, Connecticut;François Louis Arthur Thibaut de Ménonville; 1740-1816;Charles René Dominique Sochet Destouches; 1727-1793;François Louis Arthur Thibaut de Ménonville; 1740-1816;John Laurens; 1752-1782;George Washington; 1732-1799;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Charles René Dominique Sochet Destouches; 1727-1793;Guillaume-Jacques-Constant de Liberge de Granchain; 1744-1805;The West Indies;St Kitts;Highlight","Wethersfield, Connecticut, USA",41.7055914,-72.66338269,,,,French,,,manifest,https://fromthepage.com/iiif/32029411/manifest,https://fromthepage.com/image-service/32541522/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32541522/full/pct:10/0/default.jpg,,/objects/transcripts/no79-jpg.md,/objects/translations/no79-jpg.md,no79-jpg
32029418,93,Lettre Rochambeau,"Jean-Baptiste Vimeur, Comte de Rochambeau","Antoine-Charles Du Houx, Baron de Vioménil",1781-08-31,,"Philadelphia, Pennsylvania;George Washington; 1732-1799; Trenton, New Jersey;Princeton, New Jersey; Trenton, New Jersey;George Washington; 1732-1799; Trenton, New Jersey;Red Lion Tavern ;Schuylkill River;Philadelphia, Pennsylvania; Trenton, New Jersey;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;John Nielson; 1745-1833; Trenton, New Jersey;George Washington; 1732-1799; Trenton, New Jersey;Antoine Charles du Houx, baron de Vioménil; 1734-1827; Trenton, New Jersey;Highlight","Philadelphia, Pennsylvania, USA",39.95446916,-75.1792211,,,,French,,,manifest,https://fromthepage.com/iiif/32029418/manifest,https://fromthepage.com/image-service/32541555/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32541555/full/pct:10/0/default.jpg,,/objects/transcripts/no93.md,/objects/translations/no93.md,no93
32029419,94,Lettre Rochambeau chez Washington + Itinéraire,"Jean-Baptiste Vimeur, Comte de Rochambeau","Antoine-Charles Du Houx, Baron de Vioménil",1781-09-11,,"George Washington; 1732-1799;Armand-Louis Gontaut, duc de Lauzun; 1747-1793;George Washington; 1732-1799; Baltimore, Maryland;George Washington; 1732-1799; Baltimore, Maryland;Benjamin Lincoln; 1733-1810; Baltimore, Maryland;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807; Baltimore, Maryland;Potomac River; Williamsburg, Virginia; Baltimore, Maryland; Elkridge Landing, Maryland; Bladensburg, Maryland;Georgetown;Potomac River;Fredericksburg, Virginia ; Caroline County Court House, Virginia;Newcastle, Virginia; Williamsburg, Virginia;Rapahannock River;Fredericksburg, Virginia ;Falmouth, Virginia; Williamsburg, Virginia;Highlight","Mount Vernon, Virgnia, USA",38.70849081,-77.08820093,,,,French,,,manifest,https://fromthepage.com/iiif/32029419/manifest,https://fromthepage.com/image-service/32541559/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32541559/full/pct:10/0/default.jpg,,/objects/transcripts/no94.md,/objects/translations/no94.md,no94
32029420,95,Lettre Rochambeau (Taverne la Rose),"Jean-Baptiste Vimeur, Comte de Rochambeau","Antoine-Charles Du Houx, Baron de Vioménil",1781-09-10,,"Rose's Tavern;Adam Philippe, Comte de Custine; 1740-1793;Gilbert du Motier, marquis de Lafayette; 1757-1834;François Joseph Paul de Grasse; 1722-1788; Baltimore, Maryland;George Washington; 1732-1799; Elkridge Landing, Maryland;Head of Elk, Maryland ;François Joseph Paul de Grasse; 1722-1788; New York ;George Washington; 1732-1799;Gilbert du Motier, marquis de Lafayette; 1757-1834;Charles Cornwallis, 1st Marquess Cornwallis; 1738-1805;George Washington; 1732-1799;Armand-Louis Gontaut, duc de Lauzun; 1747-1793; Baltimore, Maryland;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Highlight",Rose's Tavern,39.0993545333264,-76.8488938432279,,,,French,,,manifest,https://fromthepage.com/iiif/32029420/manifest,https://fromthepage.com/image-service/32541563/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32541563/full/pct:10/0/default.jpg,,/objects/transcripts/no95.md,/objects/translations/no95.md,no95
32029421,96,Lettre Rochambeau (Camp de Williamsbourg),"Jean-Baptiste Vimeur, Comte de Rochambeau","Antoine-Charles Du Houx, Baron de Vioménil",1781-09-15,,"Williamsburg, Virginia;Hans Axel von Fersen; 1755-1810; Annapolis, Maryland;François Joseph Paul de Grasse; 1722-1788;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Highlight","Williamsburg, Virgnia, USA",37.27045035,-76.70291159,,,,French,,,manifest,https://fromthepage.com/iiif/32029421/manifest,https://fromthepage.com/image-service/32541566/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32541566/full/pct:10/0/default.jpg,,/objects/transcripts/no96-jpg.md,/objects/translations/no96-jpg.md,no96-jpg
32029423,97,Lettre Rochambeau (Camp de Williamsbourg) Instructions Rochambeau (Tête de l'Elk),"Jean-Baptiste Vimeur, Comte de Rochambeau","Antoine-Charles Du Houx, Baron de Vioménil",1781-09-08,,"Antoine Charles du Houx, baron de Vioménil; 1734-1827;Head of Elk, Maryland ;Antoine Charles du Houx, baron de Vioménil; 1734-1827;Susquehanna River;Guillaume-Mathieu, comte de Dumas; 1753-1837;George Washington; 1732-1799; Baltimore, Maryland;Armand-Louis Gontaut, duc de Lauzun; 1747-1793;Antoine Charles du Houx, baron de Vioménil; 1734-1827; Baltimore, Maryland;George Washington; 1732-1799; Baltimore, Maryland;Armand-Louis Gontaut, duc de Lauzun; 1747-1793;Pierre-François de Béville;Armand-Louis Gontaut, duc de Lauzun; 1747-1793;George Washington; 1732-1799;Philadelphia, Pennsylvania;George Washington; 1732-1799;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Antoine Charles du Houx, baron de Vioménil; 1734-1827;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Highlight","Williamsburg, Virginia, USA",37.27045035,-76.70291159,,,,French,,,manifest,https://fromthepage.com/iiif/32029423/manifest,https://fromthepage.com/image-service/32541567/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32541567/full/pct:10/0/default.jpg,,/objects/transcripts/no97.md,/objects/translations/no97.md,no97
32029424,98,Lettre Rochambeau (Philadelphie) ,"Jean-Baptiste Vimeur, Comte de Rochambeau","Antoine-Charles Du Houx, Baron de Vioménil",1781-08-31,,"Philadelphia, Pennsylvania;George Washington; 1732-1799;Princeton, New Jersey; Trenton, New Jersey;John Nielson; 1745-1833; Trenton, New Jersey;Red Lion Tavern ;Schuylkill River; Trenton, New Jersey;Neshaminy Creek; philadelphie ;Samuel Hood; 1724-1816;Sandy Hook, New Jersey;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Highlight","Philadelphia, Pennsylvania, USA",39.95446916,-75.1792211,,,,French,,,manifest,https://fromthepage.com/iiif/32029424/manifest,https://fromthepage.com/image-service/32541570/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32541570/full/pct:10/0/default.jpg,,/objects/transcripts/no98.md,/objects/translations/no98.md,no98
32029425,99,Lettre Rochambeau (Camp King's Ferry) ,"Jean-Baptiste Vimeur, Comte de Rochambeau","Antoine-Charles Du Houx, Baron de Vioménil",1781-08-25,,"King’s Ferry, New York ;François Joseph Paul de Grasse; 1722-1788;Chesapeake Bay;Christian, marquis de Deux-Ponts; 1752-1817;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Highlight","King's Ferry, New York, USA",41.24352447,-73.98620363,,,,French,,,manifest,https://fromthepage.com/iiif/32029425/manifest,https://fromthepage.com/image-service/32541572/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32541572/full/pct:10/0/default.jpg,,/objects/transcripts/no99.md,/objects/translations/no99.md,no99
32029175,2,Lettre de Galvan (Capitaine au service Etats Unis) - 1780/11/01,,,1780-11-01,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32029175/manifest,https://fromthepage.com/image-service/32522052/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32522052/full/pct:10/0/default.jpg,,,,0166z0067-02-002
32029176,3,Brouillon lettre au prince de Montbarrey - Envoi CR inspection - 1780/09/01,,,1780-09-01,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32029176/manifest,https://fromthepage.com/image-service/32522054/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32522054/full/pct:10/0/default.jpg,,,,0166z0067-02-003
32029178,4,Brouillon lettre au prince de Montbarrey - Envoi CR inspection - 1780/10/09,,,1780-10-09,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32029178/manifest,https://fromthepage.com/image-service/32522058/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32522058/full/pct:10/0/default.jpg,,,,0166z0067-02-004-m
32029179,14,Instruction pour le service de l'armée pendant son quartier d'hiver à Newport - 1780/10/29,,,1780-10-29,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32029179/manifest,https://fromthepage.com/image-service/32522061/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32522061/full/pct:10/0/default.jpg,,,,0166z0067-02-014
32029180,13,Copy Montbarrey on the embarkment of the troops,"Alexandre Marie Eleonor of Saint-Mauris, count of Montbarrey, then prince of Montbarrey","Jean-Baptiste Donatien de Vimeur, comte de Rochambeau",1779-12-21,,,"Versailles, Versailles, France",48.80759347,2.100656424,,,,French,,,manifest,https://fromthepage.com/iiif/32029180/manifest,https://fromthepage.com/image-service/32522065/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32522065/full/pct:10/0/default.jpg,,,,0166z0067-02-013
32029282,15,Rapport préliminaire des états compte des agents de M. Holker Consul de France et agent de la Marine - 1780/10/29,,,1780-10-29,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32029282/manifest,https://fromthepage.com/image-service/32532524/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32532524/full/pct:10/0/default.jpg,,,,no15
32029286,18,Observations à mettre sous les yeux de M.le B. de V. (Spéculations sur dollar) - N.D.,,,,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32029286/manifest,https://fromthepage.com/image-service/32532537/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32532537/full/pct:10/0/default.jpg,,,,no18
32029289,19,Objets à traiter avec M. Holker (memorandum B de V) - N.D.,,,,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32029289/manifest,https://fromthepage.com/image-service/32532547/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32532547/full/pct:10/0/default.jpg,,,,no19
32029326,20,"CR réunion La Luzerne, Corny, Holker - 1780/03/30",,,1780-03-30,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32029326/manifest,https://fromthepage.com/image-service/32541295/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32541295/full/pct:10/0/default.jpg,,,,no20
32029327,23 - Copy 1,Lettre non signée donnant renseignements sur situations forces anglaises - 1780/09/18,,,1780-09-18,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32029327/manifest,https://fromthepage.com/image-service/32541298/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32541298/full/pct:10/0/default.jpg,,,,no23c1
32029329,23 - Copy 2,Lettre non signée donnant renseignements sur situations forces anglaises - 1780/09/18,,,1780-09-18,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32029329/manifest,https://fromthepage.com/image-service/32541303/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32541303/full/pct:10/0/default.jpg,,,,no23c2
32029332,28,"Etat général de ce qui a été embarqué : hôpitaux, vivres, magasins (personnels, matériel et fonds) pour expédition mars 81",,,1781-03-06,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32029332/manifest,https://fromthepage.com/image-service/32541309/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32541309/full/pct:10/0/default.jpg,,,,no28
32029333,29,Mémoire sur prix des farines à Newport signé Dauré - 1780/09/16,,,1780-09-16,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32029333/manifest,https://fromthepage.com/image-service/32541322/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32541322/full/pct:10/0/default.jpg,,,,no29
32029339,35,Instructions Rochambeau à B de V pour expédition en Virginie - 1781/03/05,,,1781-03-05,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32029339/manifest,https://fromthepage.com/image-service/32541344/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32541344/full/pct:10/0/default.jpg,,,,no35
32029340,36,Ordre de bataille pour expédition de Virginie - 1781/03/01,,,1781-03-01,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32029340/manifest,https://fromthepage.com/image-service/32541346/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32541346/full/pct:10/0/default.jpg,,,,no36
32029351,37,Extraits instructions Cour à  Rochambeau - N.D.,,,,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32029351/manifest,https://fromthepage.com/image-service/32541370/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32541370/full/pct:10/0/default.jpg,,,,no37
32029352,38,Extraits instructions secrètes Cour à Rochambeau - N.D.,,,,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32029352/manifest,https://fromthepage.com/image-service/32541372/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32541372/full/pct:10/0/default.jpg,,,,0166z0067-02-038-001-jpg
32029356,39,Lettre B de V à Rochambeau (à bord Duc de Bourgogne) - 1781/03/19,,,1781-03-19,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32029356/manifest,https://fromthepage.com/image-service/32541378/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32541378/full/pct:10/0/default.jpg,,,,no39-ead1d7a9-2c18-4358-ab23-8603997f3d2d
32029359,40,"Brouillon lettre à Washington, Rochambeau et La Luzerne et d'une lettre à Lafayette - 1781/03/19",,,1781-03-19,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32029359/manifest,https://fromthepage.com/image-service/32541385/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32541385/full/pct:10/0/default.jpg,,,,no40
32029405,65,Objets à traiter avec le C de Rochambeau - N.D.,,,,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32029405/manifest,https://fromthepage.com/image-service/32541508/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32541508/full/pct:10/0/default.jpg,,,,no65
32029406,75,Lettre  duc de Broglie au vicomte de Noailles - 1782/03/19,,,1782-03-19,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32029406/manifest,https://fromthepage.com/image-service/32541512/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32541512/full/pct:10/0/default.jpg,,,,no75-jpg
32029408,76,Lettre Noailles à B de V - 1782/01/03,,,1782-01-03,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32029408/manifest,https://fromthepage.com/image-service/32541513/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32541513/full/pct:10/0/default.jpg,,,,no76
32029409,77,Mémoire sur Rgt de Saintonge (discipline) - 1782/03/11,,,1782-03-11,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32029409/manifest,https://fromthepage.com/image-service/32541515/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32541515/full/pct:10/0/default.jpg,,,,no77
32029410,78,Mémoire pour M. de Custine (demande d'avancement) - 1782/04/28,,,1782-04-28,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32029410/manifest,https://fromthepage.com/image-service/32541519/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32541519/full/pct:10/0/default.jpg,,,,no78
32029413,80,Lettre à Menouville - 1781/05/24,,,1781-05-24,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32029413/manifest,https://fromthepage.com/image-service/32541524/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32541524/full/pct:10/0/default.jpg,,,,no80
32029414,83,Note sur combat du 16 mars 1781 - N.D.,,,,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32029414/manifest,https://fromthepage.com/image-service/32541528/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32541528/full/pct:10/0/default.jpg,,,,no83
32029415,86,Relation de l'expédition ... N.D.,,,,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32029415/manifest,https://fromthepage.com/image-service/32541531/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32541531/full/pct:10/0/default.jpg,,,,no86
32029416,85,Relation de la sortie  de l'escadre... N. D.,,,,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32029416/manifest,https://fromthepage.com/image-service/32541539/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32541539/full/pct:10/0/default.jpg,,,,no85
32029417,91,Précis opérations St Christophe - N. D.,,,,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32029417/manifest,https://fromthepage.com/image-service/32541547/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32541547/full/pct:10/0/default.jpg,,,,no91
32029434,107,Duc de Lauzun to Baron de Vioménil ,"Armand Louis de Gontaut, duc de Lauzun, later duc de Biron","Antoine-Charles Du Houx, Baron de Vioménil ",1781-09-14,,,"Annapolis, Maryland, USA",38.97787859,-76.48992152,,,,French,,,manifest,https://fromthepage.com/iiif/32029434/manifest,https://fromthepage.com/image-service/32541592/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32541592/full/pct:10/0/default.jpg,,,,no107
32029435,108,Lauzun à Vioménil ,"Armand Louis de Gontaut, duc de Lauzun, later duc de Biron","Antoine-Charles Du Houx, Baron de Vioménil ",1781-09-15           ,,,"Annapolis, Maryland, USA",38.97787859,-76.48992152,,,,French,,,manifest,https://fromthepage.com/iiif/32029435/manifest,https://fromthepage.com/image-service/32541595/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32541595/full/pct:10/0/default.jpg,,,,no108-jpg
32029437,109,Lauzun à Vioménil ,"Armand Louis de Gontaut, duc de Lauzun, later duc de Biron","Antoine-Charles Du Houx, Baron de Vioménil ",1781-09-14,,,"Annapolis, Maryland, USA",38.97787859,-76.48992152,,,,French,,,manifest,https://fromthepage.com/iiif/32029437/manifest,https://fromthepage.com/image-service/32541596/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32541596/full/pct:10/0/default.jpg,,,,no109-jpg
32029445,116,Brouillon lettre B de V au Comte de Grasse,"Antoine-Charles du Houx, Baron de Vioménil ",François Joseph Paul de Grasse,1781-09-27,,,"Williamsburg, Virginia, USA",37.27045035,-76.70291159,,,,French,,,manifest,https://fromthepage.com/iiif/32029445/manifest,https://fromthepage.com/image-service/32541605/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32541605/full/pct:10/0/default.jpg,,,,no116
32029446,117,Lettre Baron de Vioménil à Ségur,"Antoine-Charles du Houx, Baron de Vioménil ","Philippe-Henir, Marquis de Ségur ",1781-10-22,,,"Yorktown, Virginia, USA",37.23870686,-76.50998627,,,,French,,,manifest,https://fromthepage.com/iiif/32029446/manifest,https://fromthepage.com/image-service/32541607/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32541607/full/pct:10/0/default.jpg,,,,no117
32029447,118,Lettre Baron de l'Estrade à Baron de Vioménil,Baron de l'Estradre,"Antoine-Charles Du Houx, Baron de Vioménil ",1781-10-20,,,"Yorktown, Virginia, USA",37.23870686,-76.50998627,,,,French,,,manifest,https://fromthepage.com/iiif/32029447/manifest,https://fromthepage.com/image-service/32541611/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32541611/full/pct:10/0/default.jpg,,,,no118
32030654,41a,Lettre du Mis de Vaudreuil à B de V sur embarquement armée - 1781/11/29,,,1781-11-29,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32030654/manifest,https://fromthepage.com/image-service/32567485/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32567485/full/pct:10/0/default.jpg,,,,no41a-jpg
32030656,56a,Etat des pertes par naufrage de la Bourgogne - 1783/03/11,,,1783-03-11,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32030656/manifest,https://fromthepage.com/image-service/32567486/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32567486/full/pct:10/0/default.jpg,,,,no56a
32030657,62a,Lettre de Laval sur naufrage Bourgogne - 1783/03/13,,,1783-03-13,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32030657/manifest,https://fromthepage.com/image-service/32567488/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32567488/full/pct:10/0/default.jpg,,,,no62a-jpg
32030661,63a,Lettre de Laval sur naufrage Bourgogne - 1783/03/12,,,1783-03-12,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32030661/manifest,https://fromthepage.com/image-service/32567490/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32567490/full/pct:10/0/default.jpg,,,,no63a-jpg
32030663,64a,Lettre de Bressolles au Mis de Laval sur naufrage Bourgogne - 1783/03/12,,,1783-03-12,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32030663/manifest,https://fromthepage.com/image-service/32567491/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32567491/full/pct:10/0/default.jpg,,,,no64a-jpg
32030665,65a,Lettre envoi précédente à B de V - 1783/0312,,,1783-03-12,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32030665/manifest,https://fromthepage.com/image-service/32567492/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32567492/full/pct:10/0/default.jpg,,,,no65a-jpg
32030669,80a,Questions et réponses à l'Intendant de Martinique (voir LB0074-25) - n.d.,,,,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32030669/manifest,https://fromthepage.com/image-service/32567499/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32567499/full/pct:10/0/default.jpg,,,,no80a-jpg
32030671,92a,Instruction pour B de V signée Rochambeau - 1782/11/26,,,1782-11-26,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32030671/manifest,https://fromthepage.com/image-service/32567500/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32567500/full/pct:10/0/default.jpg,,,,no92a
32030672,95a,Copie instructions Rochambeau à Lauzun - 1782/10/21,,,1782-10-21,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32030672/manifest,https://fromthepage.com/image-service/32567502/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32567502/full/pct:10/0/default.jpg,,,,no95a
32030673,96a,Lettre Ségur à Rochambeau (quatrième) - 1782/08/18,,,1782-08-18,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32030673/manifest,https://fromthepage.com/image-service/32567505/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32567505/full/pct:10/0/default.jpg,,,,no96a
32030674,97a,Lettre Ségur à Rochambeau (quatrième) Lettre Ségur à Rochambeau (seconde) id prédédente - 1782/08/18,,,1782-08-18,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32030674/manifest,https://fromthepage.com/image-service/32567508/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32567508/full/pct:10/0/default.jpg,,,,no97a
32030678,122a,Détails de notre traversée - journal of the transatlantic crossing,"Antoine-Charles du Houx, Baron de Vioménil ",,1781,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32030678/manifest,https://fromthepage.com/image-service/32567519/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32567519/full/pct:10/0/default.jpg,,,,no122a
32030681,157a,Questions relatives à la campagne de 1783 - n.d.,,,,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32030681/manifest,https://fromthepage.com/image-service/32567524/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32567524/full/pct:10/0/default.jpg,,,,no157a
32030682,158a,Instructions de la Cour - 1782/03/03,,,1782-03-03,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32030682/manifest,https://fromthepage.com/image-service/32567528/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32567528/full/pct:10/0/default.jpg,,,,no158a
32030683,159a,Instructions de la Cour (suite) - n.d.,,,,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32030683/manifest,https://fromthepage.com/image-service/32567532/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32567532/full/pct:10/0/default.jpg,,,,no159a
32031780,5,Brouillon lettre envoi CR revues - 1783/09/01,,,1783-09-01,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32031780/manifest,https://fromthepage.com/image-service/32571892/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32571892/full/pct:10/0/default.jpg,,,,no5
32031803,6,Résumé inspect Rgt Auxonne /2ème bataillon - 1780/10/24,,,1780-10-24,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32031803/manifest,https://fromthepage.com/image-service/32571938/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32571938/full/pct:10/0/default.jpg,,,,no6
32031804,7,Résumé inspect Cies des mineurs du  Rgt Auxonne - 1780/10/24,,,1780-10-24,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32031804/manifest,https://fromthepage.com/image-service/32571941/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32571941/full/pct:10/0/default.jpg,,,,no7
32031805,8,Résumé inspect Cie d'ouvriers du Rgt Auxonne - 1780/10/24,,,1780-10-24,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32031805/manifest,https://fromthepage.com/image-service/32571943/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32571943/full/pct:10/0/default.jpg,,,,no8
32031806,9,Résumé inspect Royal Deux-Ponts - 1780/10/23,,,1780-10-23,,,,,,,,,French,,,manifest,https://fromthepage.com/iiif/32031806/manifest,https://fromthepage.com/image-service/32571945/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32571945/full/pct:10/0/default.jpg,,,,no09
32031807,10,Résumé inspection Regiment de Saintonge,"Antoine-Charles du Houx, Baron de Vioménil ",,1780-10-23,,,"Newport, Rhode Island, USA",41.49043973,-71.31161922,,,,French,,,manifest,https://fromthepage.com/iiif/32031807/manifest,https://fromthepage.com/image-service/32571948/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32571948/full/pct:10/0/default.jpg,,,,no10
32031808,11,Inspection Report Soissonnais,"Antoine-Charles du Houx, Baron de Vioménil ",,1780-10-23,,,"Newport, Rhode Island, USA",41.49043973,-71.31161922,,,,French,,,manifest,https://fromthepage.com/iiif/32031808/manifest,https://fromthepage.com/image-service/32571952/full/pct:30/0/default.jpg,https://fromthepage.com/image-service/32571952/full/pct:10/0/default.jpg,,,,no11
